Frame Number,Time Stamp (ms),Buffer Index
0,-30,0
1,4,0
2,36,0
3,71,0
4,103,0
5,136,0
6,170,0
7,204,0
8,238,0
9,272,0
10,305,0
11,337,0
12,371,0
13,406,0
14,438,0
15,473,0
16,506,0
17,539,0
18,574,0
19,607,0
20,640,0
21,673,0
22,707,0
23,740,0
24,774,0
25,809,0
26,841,0
27,874,0
28,910,0
29,942,0
30,976,0
31,1010,0
32,1043,0
33,1076,0
34,1111,0
35,1144,0
36,1177,0
37,1211,0
38,1245,0
39,1278,0
40,1312,0
41,1346,0
42,1380,0
43,1414,0
44,1446,0
45,1480,0
46,1513,0
47,1548,0
48,1581,0
49,1614,0
50,1649,0
51,1682,0
52,1715,0
53,1749,0
54,1783,0
55,1816,0
56,1849,0
57,1884,0
58,1917,0
59,1951,0
60,1984,0
61,2018,0
62,2052,0
63,2085,0
64,2119,0
65,2152,0
66,2185,0
67,2220,0
68,2253,0
69,2286,0
70,2320,0
71,2353,0
72,2386,0
73,2421,0
74,2453,0
75,2486,0
76,2520,0
77,2555,0
78,2587,0
79,2621,0
80,2654,0
81,2688,0
82,2722,0
83,2755,0
84,2789,0
85,2822,0
86,2857,0
87,2890,0
88,2923,0
89,2957,0
90,2991,0
91,3023,0
92,3057,0
93,3091,0
94,3125,0
95,3159,0
96,3191,0
97,3225,0
98,3260,0
99,3292,0
100,3326,0
101,3360,0
102,3392,0
103,3427,0
104,3461,0
105,3494,0
106,3527,0
107,3560,0
108,3596,0
109,3629,0
110,3662,0
111,3696,0
112,3729,0
113,3763,0
114,3798,0
115,3830,0
116,3863,0
117,3898,0
118,3932,0
119,3965,0
120,3999,0
121,4031,0
122,4066,0
123,4100,0
124,4132,0
125,4167,0
126,4199,0
127,4234,0
128,4268,0
129,4301,0
130,4334,0
131,4367,0
132,4401,0
133,4435,0
134,4468,0
135,4501,0
136,4538,0
137,4569,0
138,4603,0
139,4635,0
140,4669,0
141,4702,0
142,4736,0
143,4770,0
144,4804,0
145,4836,0
146,4871,0
147,4905,0
148,4937,0
149,4971,0
150,5006,0
151,5038,0
152,5071,0
153,5106,0
154,5139,0
155,5172,0
156,5206,0
157,5241,0
158,5273,0
159,5307,0
160,5340,0
161,5374,0
162,5408,0
163,5441,0
164,5475,0
165,5508,0
166,5542,0
167,5575,0
168,5609,0
169,5642,0
170,5675,0
171,5709,0
172,5743,0
173,5777,0
174,5810,0
175,5846,0
176,5879,0
177,5911,0
178,5946,0
179,5979,0
180,6012,0
181,6047,0
182,6080,0
183,6114,0
184,6148,0
185,6181,0
186,6216,0
187,6249,0
188,6282,0
189,6316,0
190,6349,0
191,6382,0
192,6417,0
193,6450,0
194,6484,0
195,6517,0
196,6551,0
197,6584,0
198,6618,0
199,6651,0
200,6684,0
201,6718,0
202,6752,0
203,6785,0
204,6819,0
205,6851,0
206,6885,0
207,6918,0
208,6952,0
209,6986,0
210,7019,0
211,7054,0
212,7087,0
213,7120,0
214,7153,0
215,7187,0
216,7220,0
217,7255,0
218,7288,0
219,7321,0
220,7355,0
221,7388,0
222,7421,0
223,7456,0
224,7488,0
225,7522,0
226,7556,0
227,7590,0
228,7623,0
229,7657,0
230,7691,0
231,7724,0
232,7758,0
233,7791,0
234,7825,0
235,7858,0
236,7893,0
237,7928,0
238,7959,0
239,7995,0
240,8026,0
241,8060,0
242,8095,0
243,8127,0
244,8162,0
245,8196,0
246,8227,0
247,8263,0
248,8297,0
249,8329,0
250,8363,0
251,8398,0
252,8430,0
253,8465,0
254,8497,0
255,8530,0
256,8565,0
257,8598,0
258,8632,0
259,8665,0
260,8699,0
261,8732,0
262,8766,0
263,8800,0
264,8835,0
265,8867,0
266,8900,0
267,8934,0
268,8968,0
269,9002,0
270,9035,0
271,9068,0
272,9102,0
273,9135,0
274,9168,0
275,9202,0
276,9235,0
277,9268,0
278,9303,0
279,9336,0
280,9370,0
281,9404,0
282,9437,0
283,9469,0
284,9504,0
285,9537,0
286,9571,0
287,9605,0
288,9637,0
289,9671,0
290,9705,0
291,9739,0
292,9772,0
293,9806,0
294,9839,0
295,9872,0
296,9907,0
297,9941,0
298,9974,0
299,10008,0
300,10041,0
301,10074,0
302,10108,0
303,10143,0
304,10175,0
305,10209,0
306,10243,0
307,10275,0
308,10310,0
309,10343,0
310,10377,0
311,10411,0
312,10444,0
313,10478,0
314,10512,0
315,10545,0
316,10578,0
317,10613,0
318,10646,0
319,10680,0
320,10714,0
321,10746,0
